Term: 防控,Freq: 173,TF: 0.012943288942091876,IDF: 0.6842467475153123,TF × IDF: 0.008856403360777273
Term: 民航,Freq: 10,TF: 0.0007481669908723628,IDF: 1.462397997898956,TF × IDF: 0.0010941179095458298
Term: 学校,Freq: 9,TF: 0.0006733502917851264,IDF: 1.608526033577194,TF × IDF: 0.0010831014740531756
Term: 沟通,Freq: 11,TF: 0.000822983689959599,IDF: 1.3074960379132128,TF × IDF: 0.0010760479138893716
Term: 技术,Freq: 11,TF: 0.000822983689959599,IDF: 1.3074960379132128,TF × IDF: 0.0010760479138893716
Term: 研判,Freq: 11,TF: 0.000822983689959599,IDF: 1.3074960379132128,TF × IDF: 0.0010760479138893716
Term: 近日,Freq: 11,TF: 0.000822983689959599,IDF: 1.3074960379132128,TF × IDF: 0.0010760479138893716
Term: 初步,Freq: 11,TF: 0.000822983689959599,IDF: 1.3074960379132128,TF × IDF: 0.0010760479138893716
Term: 王月丹,Freq: 7,TF: 0.0005237168936106539,IDF: 2.0064660422492313,TF × IDF: 0.0010508201627820305
Term: 客人,Freq: 7,TF: 0.0005237168936106539,IDF: 2.0064660422492313,TF × IDF: 0.0010508201627820305
Term: 机票,Freq: 10,TF: 0.0007481669908723628,IDF: 1.4044060509212692,TF × IDF: 0.0010507302490807043
Term: 作出,Freq: 10,TF: 0.0007481669908723628,IDF: 1.4044060509212692,TF × IDF: 0.0010507302490807043
Term: 遏制,Freq: 11,TF: 0.000822983689959599,IDF: 1.2661033527549879,TF × IDF: 0.0010419824091205197
Term: 身体健康,Freq: 11,TF: 0.000822983689959599,IDF: 1.2661033527549879,TF × IDF: 0.0010419824091205197
Term: 合作,Freq: 11,TF: 0.000822983689959599,IDF: 1.2661033527549879,TF × IDF: 0.0010419824091205197
Term: 接触,Freq: 14,TF: 0.0010474337872213078,IDF: 0.9852767431792935,TF × IDF: 0.0010320121505693633
Term: 工作人员,Freq: 9,TF: 0.0006733502917851264,IDF: 1.5293447875295691,TF × IDF: 0.0010297847589230975
Term: 确实,Freq: 9,TF: 0.0006733502917851264,IDF: 1.5293447875295691,TF × IDF: 0.0010297847589230975
Term: 溯源,Freq: 9,TF: 0.0006733502917851264,IDF: 1.5293447875295691,TF × IDF: 0.0010297847589230975
Term: 世界,Freq: 13,TF: 0.0009726170881340715,IDF: 1.0522235328099068,TF × IDF: 0.001023410588547717
Term: 铁路,Freq: 8,TF: 0.0005985335926978902,IDF: 1.7054360465852505,TF × IDF: 0.0010207607640791564
Term: 酒店,Freq: 8,TF: 0.0005985335926978902,IDF: 1.7054360465852505,TF × IDF: 0.0010207607640791564
Term: 实施,Freq: 8,TF: 0.0005985335926978902,IDF: 1.7054360465852505,TF × IDF: 0.0010207607640791564
Term: 出行,Freq: 10,TF: 0.0007481669908723628,IDF: 1.353253528473888,TF × IDF: 0.001012459620285716
Term: 值班,Freq: 10,TF: 0.0007481669908723628,IDF: 1.353253528473888,TF × IDF: 0.001012459620285716
Term: 韩国,Freq: 10,TF: 0.0007481669908723628,IDF: 1.353253528473888,TF × IDF: 0.001012459620285716
Term: 就诊,Freq: 10,TF: 0.0007481669908723628,IDF: 1.353253528473888,TF × IDF: 0.001012459620285716
Term: 中央,Freq: 10,TF: 0.0007481669908723628,IDF: 1.353253528473888,TF × IDF: 0.001012459620285716
Term: 休市,Freq: 10,TF: 0.0007481669908723628,IDF: 1.353253528473888,TF × IDF: 0.001012459620285716
Term: 建立,Freq: 11,TF: 0.000822983689959599,IDF: 1.2283147918655881,TF × IDF: 0.0010108830398414986
Term: 保障,Freq: 11,TF: 0.000822983689959599,IDF: 1.2283147918655881,TF × IDF: 0.0010108830398414986
Term: 回应,Freq: 9,TF: 0.0006733502917851264,IDF: 1.462397997898956,TF × IDF: 0.0009847061185912468
Term: 可能性,Freq: 9,TF: 0.0006733502917851264,IDF: 1.462397997898956,TF × IDF: 0.0009847061185912468
Term: 登记,Freq: 9,TF: 0.0006733502917851264,IDF: 1.462397997898956,TF × IDF: 0.0009847061185912468
Term: 力量,Freq: 9,TF: 0.0006733502917851264,IDF: 1.462397997898956,TF × IDF: 0.0009847061185912468
Term: 出境,Freq: 9,TF: 0.0006733502917851264,IDF: 1.462397997898956,TF × IDF: 0.0009847061185912468
Term: 选择,Freq: 9,TF: 0.0006733502917851264,IDF: 1.462397997898956,TF × IDF: 0.0009847061185912468
Term: 稳定,Freq: 11,TF: 0.000822983689959599,IDF: 1.193552685606376,TF × IDF: 0.0009822743933615246
Term: 来源,Freq: 10,TF: 0.0007481669908723628,IDF: 1.3074960379132128,TF × IDF: 0.000978225376263065
Term: 途径,Freq: 10,TF: 0.0007481669908723628,IDF: 1.3074960379132128,TF × IDF: 0.000978225376263065
Term: 防病,Freq: 10,TF: 0.0007481669908723628,IDF: 1.3074960379132128,TF × IDF: 0.000978225376263065
Term: 春运,Freq: 10,TF: 0.0007481669908723628,IDF: 1.3074960379132128,TF × IDF: 0.000978225376263065
Term: 提高,Freq: 10,TF: 0.0007481669908723628,IDF: 1.3074960379132128,TF × IDF: 0.000978225376263065
Term: 延期,Freq: 8,TF: 0.0005985335926978902,IDF: 1.608526033577194,TF × IDF: 0.0009627568658250451
Term: 计划,Freq: 8,TF: 0.0005985335926978902,IDF: 1.608526033577194,TF × IDF: 0.0009627568658250451
Term: 美国,Freq: 8,TF: 0.0005985335926978902,IDF: 1.608526033577194,TF × IDF: 0.0009627568658250451
Term: 首次,Freq: 8,TF: 0.0005985335926978902,IDF: 1.608526033577194,TF × IDF: 0.0009627568658250451
Term: 防范,Freq: 8,TF: 0.0005985335926978902,IDF: 1.608526033577194,TF × IDF: 0.0009627568658250451
Term: 申请,Freq: 7,TF: 0.0005237168936106539,IDF: 1.8303747831935504,TF × IDF: 0.0009585981955974004
Term: 上海市,Freq: 7,TF: 0.0005237168936106539,IDF: 1.8303747831935504,TF × IDF: 0.0009585981955974004
Term: 消费,Freq: 7,TF: 0.0005237168936106539,IDF: 1.8303747831935504,TF × IDF: 0.0009585981955974004
Term: 机构,Freq: 13,TF: 0.0009726170881340715,IDF: 0.9852767431792935,TF × IDF: 0.0009582969969572658
Term: 陆续,Freq: 10,TF: 0.0007481669908723628,IDF: 1.2661033527549879,TF × IDF: 0.0009472567355641089
Term: 值守,Freq: 10,TF: 0.0007481669908723628,IDF: 1.2661033527549879,TF × IDF: 0.0009472567355641089
Term: 早隔离,Freq: 10,TF: 0.0007481669908723628,IDF: 1.2661033527549879,TF × IDF: 0.0009472567355641089
Term: 港澳台地区,Freq: 9,TF: 0.0006733502917851264,IDF: 1.4044060509212692,TF × IDF: 0.0009456572241726337
Term: 批示,Freq: 9,TF: 0.0006733502917851264,IDF: 1.4044060509212692,TF × IDF: 0.0009456572241726337
Term: 常见,Freq: 9,TF: 0.0006733502917851264,IDF: 1.4044060509212692,TF × IDF: 0.0009456572241726337
Term: 环境,Freq: 11,TF: 0.000822983689959599,IDF: 1.1314047788575314,TF × IDF: 0.0009311276797420953
Term: 防疫,Freq: 10,TF: 0.0007481669908723628,IDF: 1.2283147918655881,TF × IDF: 0.0009189845816740896
Term: 观察,Freq: 10,TF: 0.0007481669908723628,IDF: 1.2283147918655881,TF × IDF: 0.0009189845816740896
Term: 办公室,Freq: 8,TF: 0.0005985335926978902,IDF: 1.5293447875295691,TF × IDF: 0.0009153642301538645
Term: 传染源,Freq: 8,TF: 0.0005985335926978902,IDF: 1.5293447875295691,TF × IDF: 0.0009153642301538645
Term: 出院,Freq: 9,TF: 0.0006733502917851264,IDF: 1.353253528473888,TF × IDF: 0.0009112136582571443
Term: 成立,Freq: 9,TF: 0.0006733502917851264,IDF: 1.353253528473888,TF × IDF: 0.0009112136582571443
Term: 高级别,Freq: 9,TF: 0.0006733502917851264,IDF: 1.353253528473888,TF × IDF: 0.0009112136582571443
Term: 二是,Freq: 9,TF: 0.0006733502917851264,IDF: 1.353253528473888,TF × IDF: 0.0009112136582571443
Term: 三是,Freq: 9,TF: 0.0006733502917851264,IDF: 1.353253528473888,TF × IDF: 0.0009112136582571443
Term: 诊疗,Freq: 9,TF: 0.0006733502917851264,IDF: 1.353253528473888,TF × IDF: 0.0009112136582571443
Term: 最新,Freq: 9,TF: 0.0006733502917851264,IDF: 1.353253528473888,TF × IDF: 0.0009112136582571443
Term: 输入,Freq: 9,TF: 0.0006733502917851264,IDF: 1.353253528473888,TF × IDF: 0.0009112136582571443
Term: 责任,Freq: 9,TF: 0.0006733502917851264,IDF: 1.353253528473888,TF × IDF: 0.0009112136582571443
Term: 核酸,Freq: 9,TF: 0.0006733502917851264,IDF: 1.353253528473888,TF × IDF: 0.0009112136582571443
Term: 女足,Freq: 6,TF: 0.0004489001945234176,IDF: 2.0064660422492313,TF × IDF: 0.0009007029966703118
Term: 比赛,Freq: 6,TF: 0.0004489001945234176,IDF: 2.0064660422492313,TF × IDF: 0.0009007029966703118
Term: 吉祥,Freq: 6,TF: 0.0004489001945234176,IDF: 2.0064660422492313,TF × IDF: 0.0009007029966703118
Term: 商铺,Freq: 6,TF: 0.0004489001945234176,IDF: 2.0064660422492313,TF × IDF: 0.0009007029966703118
Term: 李兰娟,Freq: 6,TF: 0.0004489001945234176,IDF: 2.0064660422492313,TF × IDF: 0.0009007029966703118
Term: 袁国勇,Freq: 6,TF: 0.0004489001945234176,IDF: 2.0064660422492313,TF × IDF: 0.0009007029966703118
Term: 提出,Freq: 7,TF: 0.0005237168936106539,IDF: 1.7054360465852505,TF × IDF: 0.0008931656685692618
Term: 外科,Freq: 7,TF: 0.0005237168936106539,IDF: 1.7054360465852505,TF × IDF: 0.0008931656685692618
Term: 水平,Freq: 7,TF: 0.0005237168936106539,IDF: 1.7054360465852505,TF × IDF: 0.0008931656685692618
Term: 很快,Freq: 7,TF: 0.0005237168936106539,IDF: 1.7054360465852505,TF × IDF: 0.0008931656685692618
Term: 学生,Freq: 7,TF: 0.0005237168936106539,IDF: 1.7054360465852505,TF × IDF: 0.0008931656685692618
Term: 起到,Freq: 7,TF: 0.0005237168936106539,IDF: 1.7054360465852505,TF × IDF: 0.0008931656685692618
Term: 形势,Freq: 9,TF: 0.0006733502917851264,IDF: 1.3074960379132128,TF × IDF: 0.0008804028386367585
Term: 一是,Freq: 9,TF: 0.0006733502917851264,IDF: 1.3074960379132128,TF × IDF: 0.0008804028386367585
Term: 近期,Freq: 8,TF: 0.0005985335926978902,IDF: 1.462397997898956,TF × IDF: 0.0008752943276366638
Term: 每日,Freq: 8,TF: 0.0005985335926978902,IDF: 1.462397997898956,TF × IDF: 0.0008752943276366638
Term: 派出,Freq: 8,TF: 0.0005985335926978902,IDF: 1.462397997898956,TF × IDF: 0.0008752943276366638
Term: 新增,Freq: 8,TF: 0.0005985335926978902,IDF: 1.462397997898956,TF × IDF: 0.0008752943276366638
Term: 教育,Freq: 8,TF: 0.0005985335926978902,IDF: 1.462397997898956,TF × IDF: 0.0008752943276366638
Term: 序列,Freq: 8,TF: 0.0005985335926978902,IDF: 1.462397997898956,TF × IDF: 0.0008752943276366638
Term: 病原学,Freq: 8,TF: 0.0005985335926978902,IDF: 1.462397997898956,TF × IDF: 0.0008752943276366638
Term: 切实,Freq: 10,TF: 0.0007481669908723628,IDF: 1.1613680022349748,TF × IDF: 0.0008688972035275885
Term: 临床,Freq: 10,TF: 0.0007481669908723628,IDF: 1.1613680022349748,TF × IDF: 0.0008688972035275885
Term: 外出,Freq: 9,TF: 0.0006733502917851264,IDF: 1.2661033527549879,TF × IDF: 0.0008525310620076979
Term: 配备,Freq: 7,TF: 0.0005237168936106539,IDF: 1.608526033577194,TF × IDF: 0.0008424122575969145
Term: 手续,Freq: 7,TF: 0.0005237168936106539,IDF: 1.608526033577194,TF × IDF: 0.0008424122575969145
Term: 态度,Freq: 7,TF: 0.0005237168936106539,IDF: 1.608526033577194,TF × IDF: 0.0008424122575969145
Term: 爆发,Freq: 7,TF: 0.0005237168936106539,IDF: 1.608526033577194,TF × IDF: 0.0008424122575969145
Term: 家长,Freq: 7,TF: 0.0005237168936106539,IDF: 1.608526033577194,TF × IDF: 0.0008424122575969145
Term: 订单,Freq: 7,TF: 0.0005237168936106539,IDF: 1.608526033577194,TF × IDF: 0.0008424122575969145
Term: 希望,Freq: 7,TF: 0.0005237168936106539,IDF: 1.608526033577194,TF × IDF: 0.0008424122575969145
Term: 处于,Freq: 7,TF: 0.0005237168936106539,IDF: 1.608526033577194,TF × IDF: 0.0008424122575969145
Term: 来到,Freq: 7,TF: 0.0005237168936106539,IDF: 1.608526033577194,TF × IDF: 0.0008424122575969145
Term: 急性,Freq: 7,TF: 0.0005237168936106539,IDF: 1.608526033577194,TF × IDF: 0.0008424122575969145
Term: 治愈,Freq: 8,TF: 0.0005985335926978902,IDF: 1.4044060509212692,TF × IDF: 0.0008405841992645634
Term: 大型,Freq: 8,TF: 0.0005985335926978902,IDF: 1.4044060509212692,TF × IDF: 0.0008405841992645634
Term: 高发,Freq: 8,TF: 0.0005985335926978902,IDF: 1.4044060509212692,TF × IDF: 0.0008405841992645634
Term: 举措,Freq: 8,TF: 0.0005985335926978902,IDF: 1.4044060509212692,TF × IDF: 0.0008405841992645634
Term: 公布,Freq: 8,TF: 0.0005985335926978902,IDF: 1.4044060509212692,TF × IDF: 0.0008405841992645634
Term: 事件,Freq: 8,TF: 0.0005985335926978902,IDF: 1.4044060509212692,TF × IDF: 0.0008405841992645634
Term: 现象,Freq: 8,TF: 0.0005985335926978902,IDF: 1.4044060509212692,TF × IDF: 0.0008405841992645634
Term: 经验,Freq: 8,TF: 0.0005985335926978902,IDF: 1.4044060509212692,TF × IDF: 0.0008405841992645634
Term: 改期,Freq: 6,TF: 0.0004489001945234176,IDF: 1.8303747831935504,TF × IDF: 0.0008216555962263432
Term: 预期,Freq: 6,TF: 0.0004489001945234176,IDF: 1.8303747831935504,TF × IDF: 0.0008216555962263432
Term: 淡定,Freq: 6,TF: 0.0004489001945234176,IDF: 1.8303747831935504,TF × IDF: 0.0008216555962263432
Term: 支持,Freq: 8,TF: 0.0005985335926978902,IDF: 1.353253528473888,TF × IDF: 0.0008099676962285728
Term: 生命安全,Freq: 8,TF: 0.0005985335926978902,IDF: 1.353253528473888,TF × IDF: 0.0008099676962285728
Term: 放在,Freq: 8,TF: 0.0005985335926978902,IDF: 1.353253528473888,TF × IDF: 0.0008099676962285728
Term: 公共场所,Freq: 8,TF: 0.0005985335926978902,IDF: 1.353253528473888,TF × IDF: 0.0008099676962285728
Term: 交通工具,Freq: 8,TF: 0.0005985335926978902,IDF: 1.353253528473888,TF × IDF: 0.0008099676962285728
Term: 下发,Freq: 8,TF: 0.0005985335926978902,IDF: 1.353253528473888,TF × IDF: 0.0008099676962285728
Term: 限度,Freq: 8,TF: 0.0005985335926978902,IDF: 1.353253528473888,TF × IDF: 0.0008099676962285728
Term: 检疫,Freq: 8,TF: 0.0005985335926978902,IDF: 1.353253528473888,TF × IDF: 0.0008099676962285728
Term: 培训,Freq: 8,TF: 0.0005985335926978902,IDF: 1.353253528473888,TF × IDF: 0.0008099676962285728
Term: 小时,Freq: 8,TF: 0.0005985335926978902,IDF: 1.353253528473888,TF × IDF: 0.0008099676962285728
Term: 就医,Freq: 8,TF: 0.0005985335926978902,IDF: 1.353253528473888,TF × IDF: 0.0008099676962285728
Term: 基因,Freq: 8,TF: 0.0005985335926978902,IDF: 1.353253528473888,TF × IDF: 0.0008099676962285728
Term: 感冒,Freq: 8,TF: 0.0005985335926978902,IDF: 1.353253528473888,TF × IDF: 0.0008099676962285728
Term: 调配,Freq: 7,TF: 0.0005237168936106539,IDF: 1.5293447875295691,TF × IDF: 0.0008009437013846315
Term: 游客,Freq: 7,TF: 0.0005237168936106539,IDF: 1.5293447875295691,TF × IDF: 0.0008009437013846315
Term: 条件,Freq: 7,TF: 0.0005237168936106539,IDF: 1.5293447875295691,TF × IDF: 0.0008009437013846315
Term: 参加,Freq: 7,TF: 0.0005237168936106539,IDF: 1.5293447875295691,TF × IDF: 0.0008009437013846315
Term: 纳入,Freq: 7,TF: 0.0005237168936106539,IDF: 1.5293447875295691,TF × IDF: 0.0008009437013846315
Term: 主动,Freq: 7,TF: 0.0005237168936106539,IDF: 1.5293447875295691,TF × IDF: 0.0008009437013846315
Term: 行程,Freq: 7,TF: 0.0005237168936106539,IDF: 1.5293447875295691,TF × IDF: 0.0008009437013846315
Term: 现场,Freq: 7,TF: 0.0005237168936106539,IDF: 1.5293447875295691,TF × IDF: 0.0008009437013846315
Term: 离开,Freq: 7,TF: 0.0005237168936106539,IDF: 1.5293447875295691,TF × IDF: 0.0008009437013846315
Term: 出入,Freq: 7,TF: 0.0005237168936106539,IDF: 1.5293447875295691,TF × IDF: 0.0008009437013846315
Term: 基础,Freq: 7,TF: 0.0005237168936106539,IDF: 1.5293447875295691,TF × IDF: 0.0008009437013846315
Term: 休息,Freq: 7,TF: 0.0005237168936106539,IDF: 1.5293447875295691,TF × IDF: 0.0008009437013846315
Term: 回家,Freq: 7,TF: 0.0005237168936106539,IDF: 1.5293447875295691,TF × IDF: 0.0008009437013846315
Term: 肆虐,Freq: 7,TF: 0.0005237168936106539,IDF: 1.5293447875295691,TF × IDF: 0.0008009437013846315
Term: 湖北,Freq: 9,TF: 0.0006733502917851264,IDF: 1.1613680022349748,TF × IDF: 0.0007820074831748296
Term: 设置,Freq: 7,TF: 0.0005237168936106539,IDF: 1.462397997898956,TF × IDF: 0.0007658825366820809
Term: 配合,Freq: 7,TF: 0.0005237168936106539,IDF: 1.462397997898956,TF × IDF: 0.0007658825366820809
Term: 渠道,Freq: 7,TF: 0.0005237168936106539,IDF: 1.462397997898956,TF × IDF: 0.0007658825366820809
Term: 四是,Freq: 7,TF: 0.0005237168936106539,IDF: 1.462397997898956,TF × IDF: 0.0007658825366820809
Term: 五是,Freq: 7,TF: 0.0005237168936106539,IDF: 1.462397997898956,TF × IDF: 0.0007658825366820809
Term: 自我,Freq: 7,TF: 0.0005237168936106539,IDF: 1.462397997898956,TF × IDF: 0.0007658825366820809
Term: 联动,Freq: 7,TF: 0.0005237168936106539,IDF: 1.462397997898956,TF × IDF: 0.0007658825366820809
Term: 外交部,Freq: 7,TF: 0.0005237168936106539,IDF: 1.462397997898956,TF × IDF: 0.0007658825366820809
Term: 提示,Freq: 7,TF: 0.0005237168936106539,IDF: 1.462397997898956,TF × IDF: 0.0007658825366820809
Term: 年前,Freq: 7,TF: 0.0005237168936106539,IDF: 1.462397997898956,TF × IDF: 0.0007658825366820809
Term: 分离,Freq: 7,TF: 0.0005237168936106539,IDF: 1.462397997898956,TF × IDF: 0.0007658825366820809
Term: 儿童,Freq: 7,TF: 0.0005237168936106539,IDF: 1.462397997898956,TF × IDF: 0.0007658825366820809
Term: 红外线,Freq: 6,TF: 0.0004489001945234176,IDF: 1.7054360465852505,TF × IDF: 0.0007655705730593672
Term: 测温仪,Freq: 6,TF: 0.0004489001945234176,IDF: 1.7054360465852505,TF × IDF: 0.0007655705730593672
Term: 科研,Freq: 6,TF: 0.0004489001945234176,IDF: 1.7054360465852505,TF × IDF: 0.0007655705730593672
Term: 北京市,Freq: 6,TF: 0.0004489001945234176,IDF: 1.7054360465852505,TF × IDF: 0.0007655705730593672
Term: 一道,Freq: 6,TF: 0.0004489001945234176,IDF: 1.7054360465852505,TF × IDF: 0.0007655705730593672
Term: 医生,Freq: 6,TF: 0.0004489001945234176,IDF: 1.7054360465852505,TF × IDF: 0.0007655705730593672
Term: 数字,Freq: 6,TF: 0.0004489001945234176,IDF: 1.7054360465852505,TF × IDF: 0.0007655705730593672
Term: 抗击,Freq: 6,TF: 0.0004489001945234176,IDF: 1.7054360465852505,TF × IDF: 0.0007655705730593672
Term: 平时,Freq: 6,TF: 0.0004489001945234176,IDF: 1.7054360465852505,TF × IDF: 0.0007655705730593672
Term: 月底,Freq: 6,TF: 0.0004489001945234176,IDF: 1.7054360465852505,TF × IDF: 0.0007655705730593672
Term: 中东,Freq: 6,TF: 0.0004489001945234176,IDF: 1.7054360465852505,TF × IDF: 0.0007655705730593672
Term: 成人,Freq: 6,TF: 0.0004489001945234176,IDF: 1.7054360465852505,TF × IDF: 0.0007655705730593672
Term: 高度,Freq: 9,TF: 0.0006733502917851264,IDF: 1.1314047788575314,TF × IDF: 0.0007618317379708053
Term: 冬春季,Freq: 8,TF: 0.0005985335926978902,IDF: 1.2661033527549879,TF × IDF: 0.000757805388451287
Term: 春秋,Freq: 5,TF: 0.0003740834954361814,IDF: 2.0064660422492313,TF × IDF: 0.0007505858305585933
Term: 进出港,Freq: 5,TF: 0.0003740834954361814,IDF: 2.0064660422492313,TF × IDF: 0.0007505858305585933
Term: 免收,Freq: 5,TF: 0.0003740834954361814,IDF: 2.0064660422492313,TF × IDF: 0.0007505858305585933
Term: 厦航,Freq: 5,TF: 0.0003740834954361814,IDF: 2.0064660422492313,TF × IDF: 0.0007505858305585933
Term: 航线,Freq: 5,TF: 0.0003740834954361814,IDF: 2.0064660422492313,TF × IDF: 0.0007505858305585933
Term: 协会,Freq: 5,TF: 0.0003740834954361814,IDF: 2.0064660422492313,TF × IDF: 0.0007505858305585933
Term: 途牛,Freq: 5,TF: 0.0003740834954361814,IDF: 2.0064660422492313,TF × IDF: 0.0007505858305585933
Term: 亚朵,Freq: 5,TF: 0.0003740834954361814,IDF: 2.0064660422492313,TF × IDF: 0.0007505858305585933
Term: 老板,Freq: 5,TF: 0.0003740834954361814,IDF: 2.0064660422492313,TF × IDF: 0.0007505858305585933
Term: 生意,Freq: 5,TF: 0.0003740834954361814,IDF: 2.0064660422492313,TF × IDF: 0.0007505858305585933
Term: 变得,Freq: 5,TF: 0.0003740834954361814,IDF: 2.0064660422492313,TF × IDF: 0.0007505858305585933
Term: 高福,Freq: 5,TF: 0.0003740834954361814,IDF: 2.0064660422492313,TF × IDF: 0.0007505858305585933
Term: 得病,Freq: 5,TF: 0.0003740834954361814,IDF: 2.0064660422492313,TF × IDF: 0.0007505858305585933
Term: 济南市,Freq: 5,TF: 0.0003740834954361814,IDF: 2.0064660422492313,TF × IDF: 0.0007505858305585933
Term: 第一位,Freq: 7,TF: 0.0005237168936106539,IDF: 1.4044060509212692,TF × IDF: 0.000735511174356493
Term: 火车站,Freq: 7,TF: 0.0005237168936106539,IDF: 1.4044060509212692,TF × IDF: 0.000735511174356493
Term: 接到,Freq: 7,TF: 0.0005237168936106539,IDF: 1.4044060509212692,TF × IDF: 0.000735511174356493
Term: 报道,Freq: 7,TF: 0.0005237168936106539,IDF: 1.4044060509212692,TF × IDF: 0.000735511174356493
Term: 100,Freq: 7,TF: 0.0005237168936106539,IDF: 1.4044060509212692,TF × IDF: 0.000735511174356493
Term: 关注,Freq: 7,TF: 0.0005237168936106539,IDF: 1.4044060509212692,TF × IDF: 0.000735511174356493
Term: 文化,Freq: 6,TF: 0.0004489001945234176,IDF: 1.608526033577194,TF × IDF: 0.0007220676493687837
Term: 此前,Freq: 6,TF: 0.0004489001945234176,IDF: 1.608526033577194,TF × IDF: 0.0007220676493687837
Term: 压力,Freq: 6,TF: 0.0004489001945234176,IDF: 1.608526033577194,TF × IDF: 0.0007220676493687837
Term: 民航局,Freq: 6,TF: 0.0004489001945234176,IDF: 1.608526033577194,TF × IDF: 0.0007220676493687837
Term: 截止,Freq: 6,TF: 0.0004489001945234176,IDF: 1.608526033577194,TF × IDF: 0.0007220676493687837
Term: 医疗卫生,Freq: 6,TF: 0.0004489001945234176,IDF: 1.608526033577194,TF × IDF: 0.0007220676493687837
Term: 询问,Freq: 6,TF: 0.0004489001945234176,IDF: 1.608526033577194,TF × IDF: 0.0007220676493687837
