Term: 武汉,Count: 2439,TF: 0.02459388,IDF: 1.02975636,TF × IDF: 0.02532570
Term: 自由,Count: 22,TF: 0.00022183,IDF: 3.32201243,TF × IDF: 0.00073695
Term: 少年,Count: 22,TF: 0.00022183,IDF: 3.32201243,TF × IDF: 0.00073695
Term: 没醒,Count: 22,TF: 0.00022183,IDF: 3.32201243,TF × IDF: 0.00073695
Term: 价格控制,Count: 22,TF: 0.00022183,IDF: 3.32201243,TF × IDF: 0.00073695
Term: 采访,Count: 21,TF: 0.00021175,IDF: 2.62304243,TF × IDF: 0.00055544
Term: 找到,Count: 21,TF: 0.00021175,IDF: 3.02098244,TF × IDF: 0.00063970
Term: 傻,Count: 21,TF: 0.00021175,IDF: 2.47691439,TF × IDF: 0.00052450
Term: n95,Count: 21,TF: 0.00021175,IDF: 2.47691439,TF × IDF: 0.00052450
Term: 拼命,Count: 21,TF: 0.00021175,IDF: 2.71995244,TF × IDF: 0.00057596
Term: 大陆,Count: 21,TF: 0.00021175,IDF: 2.84489118,TF × IDF: 0.00060242
Term: 强烈要求,Count: 21,TF: 0.00021175,IDF: 2.54386118,TF × IDF: 0.00053867
Term: 棒棒,Count: 21,TF: 0.00021175,IDF: 2.84489118,TF × IDF: 0.00060242
Term: 史,Count: 21,TF: 0.00021175,IDF: 2.02098244,TF × IDF: 0.00042795
Term: 网吧,Count: 21,TF: 0.00021175,IDF: 2.28061975,TF × IDF: 0.00048293
Term: 点亮,Count: 21,TF: 0.00021175,IDF: 2.54386118,TF × IDF: 0.00053867
Term: 高峰,Count: 21,TF: 0.00021175,IDF: 2.20806908,TF × IDF: 0.00046757
Term: 到处跑,Count: 21,TF: 0.00021175,IDF: 2.84489118,TF × IDF: 0.00060242
Term: 11,Count: 21,TF: 0.00021175,IDF: 2.62304243,TF × IDF: 0.00055544
Term: 全是,Count: 21,TF: 0.00021175,IDF: 2.41892245,TF × IDF: 0.00051222
Term: 放下,Count: 21,TF: 0.00021175,IDF: 3.02098244,TF × IDF: 0.00063970
Term: 同学,Count: 21,TF: 0.00021175,IDF: 2.84489118,TF × IDF: 0.00060242
Term: 幸运,Count: 21,TF: 0.00021175,IDF: 2.84489118,TF × IDF: 0.00060242
Term: 道理,Count: 21,TF: 0.00021175,IDF: 2.71995244,TF × IDF: 0.00057596
Term: 日后,Count: 21,TF: 0.00021175,IDF: 2.71995244,TF × IDF: 0.00057596
Term: 做事,Count: 21,TF: 0.00021175,IDF: 2.84489118,TF × IDF: 0.00060242
Term: 报告,Count: 21,TF: 0.00021175,IDF: 2.62304243,TF × IDF: 0.00055544
Term: 很棒,Count: 21,TF: 0.00021175,IDF: 2.71995244,TF × IDF: 0.00057596
Term: 欺负,Count: 21,TF: 0.00021175,IDF: 2.71995244,TF × IDF: 0.00057596
Term: 热评,Count: 21,TF: 0.00021175,IDF: 3.02098244,TF × IDF: 0.00063970
Term: 罩,Count: 21,TF: 0.00021175,IDF: 1.07649977,TF × IDF: 0.00022795
Term: 危难,Count: 21,TF: 0.00021175,IDF: 2.47691439,TF × IDF: 0.00052450
Term: 今日,Count: 21,TF: 0.00021175,IDF: 2.84489118,TF × IDF: 0.00060242
Term: 女孩,Count: 21,TF: 0.00021175,IDF: 3.02098244,TF × IDF: 0.00063970
Term: 涨价,Count: 21,TF: 0.00021175,IDF: 2.84489118,TF × IDF: 0.00060242
Term: 好不好,Count: 21,TF: 0.00021175,IDF: 2.71995244,TF × IDF: 0.00057596
Term: 小岛,Count: 21,TF: 0.00021175,IDF: 2.71995244,TF × IDF: 0.00057596
Term: SARS,Count: 21,TF: 0.00021175,IDF: 2.71995244,TF × IDF: 0.00057596
Term: 调动,Count: 21,TF: 0.00021175,IDF: 2.84489118,TF × IDF: 0.00060242
Term: 三天,Count: 21,TF: 0.00021175,IDF: 3.02098244,TF × IDF: 0.00063970
Term: 火车站,Count: 21,TF: 0.00021175,IDF: 3.02098244,TF × IDF: 0.00063970
Term: 500,Count: 21,TF: 0.00021175,IDF: 2.54386118,TF × IDF: 0.00053867
Term: 敬畏,Count: 21,TF: 0.00021175,IDF: 3.02098244,TF × IDF: 0.00063970
Term: 默默,Count: 21,TF: 0.00021175,IDF: 3.02098244,TF × IDF: 0.00063970
Term: 钟院士,Count: 21,TF: 0.00021175,IDF: 3.02098244,TF × IDF: 0.00063970
Term: 一辈子,Count: 21,TF: 0.00021175,IDF: 2.84489118,TF × IDF: 0.00060242
Term: 善后,Count: 21,TF: 0.00021175,IDF: 2.71995244,TF × IDF: 0.00057596
Term: 坚守,Count: 21,TF: 0.00021175,IDF: 3.02098244,TF × IDF: 0.00063970
Term: 剪,Count: 21,TF: 0.00021175,IDF: 3.02098244,TF × IDF: 0.00063970
Term: 一看,Count: 21,TF: 0.00021175,IDF: 2.71995244,TF × IDF: 0.00057596
Term: 之力,Count: 21,TF: 0.00021175,IDF: 2.54386118,TF × IDF: 0.00053867
Term: 心理,Count: 21,TF: 0.00021175,IDF: 2.54386118,TF × IDF: 0.00053867
Term: 引发,Count: 21,TF: 0.00021175,IDF: 3.02098244,TF × IDF: 0.00063970
Term: 余甜,Count: 21,TF: 0.00021175,IDF: 3.32201243,TF × IDF: 0.00070345
Term: 出生,Count: 21,TF: 0.00021175,IDF: 3.32201243,TF × IDF: 0.00070345
Term: 哪有什么,Count: 21,TF: 0.00021175,IDF: 3.32201243,TF × IDF: 0.00070345
Term: 蔓延,Count: 21,TF: 0.00021175,IDF: 3.32201243,TF × IDF: 0.00070345
Term: 科学家,Count: 21,TF: 0.00021175,IDF: 3.32201243,TF × IDF: 0.00070345
Term: 推广,Count: 21,TF: 0.00021175,IDF: 3.32201243,TF × IDF: 0.00070345
Term: 人户,Count: 21,TF: 0.00021175,IDF: 3.32201243,TF × IDF: 0.00070345
Term: 宝宝,Count: 21,TF: 0.00021175,IDF: 3.32201243,TF × IDF: 0.00070345
Term: 抱歉,Count: 21,TF: 0.00021175,IDF: 3.32201243,TF × IDF: 0.00070345
Term: 炸,Count: 21,TF: 0.00021175,IDF: 2.71995244,TF × IDF: 0.00057596
Term: 人情,Count: 21,TF: 0.00021175,IDF: 3.02098244,TF × IDF: 0.00063970
Term: 棺材,Count: 21,TF: 0.00021175,IDF: 3.32201243,TF × IDF: 0.00070345
Term: 平台,Count: 21,TF: 0.00021175,IDF: 3.32201243,TF × IDF: 0.00070345
Term: 长大,Count: 21,TF: 0.00021175,IDF: 3.32201243,TF × IDF: 0.00070345
Term: 40,Count: 21,TF: 0.00021175,IDF: 2.62304243,TF × IDF: 0.00055544
Term: 晚会,Count: 21,TF: 0.00021175,IDF: 3.32201243,TF × IDF: 0.00070345
Term: 膈,Count: 21,TF: 0.00021175,IDF: 3.32201243,TF × IDF: 0.00070345
Term: 散散心,Count: 21,TF: 0.00021175,IDF: 3.32201243,TF × IDF: 0.00070345
Term: 购买,Count: 21,TF: 0.00021175,IDF: 3.32201243,TF × IDF: 0.00070345
Term: 跟不上,Count: 21,TF: 0.00021175,IDF: 3.32201243,TF × IDF: 0.00070345
Term: 死角,Count: 21,TF: 0.00021175,IDF: 3.32201243,TF × IDF: 0.00070345
Term: 绿色通道,Count: 21,TF: 0.00021175,IDF: 3.32201243,TF × IDF: 0.00070345
Term: 专项,Count: 21,TF: 0.00021175,IDF: 3.32201243,TF × IDF: 0.00070345
Term: 健康状况,Count: 21,TF: 0.00021175,IDF: 3.32201243,TF × IDF: 0.00070345
Term: 岛,Count: 21,TF: 0.00021175,IDF: 2.36776992,TF × IDF: 0.00050138
Term: 反腐,Count: 21,TF: 0.00021175,IDF: 3.32201243,TF × IDF: 0.00070345
Term: 熊猫,Count: 21,TF: 0.00021175,IDF: 3.32201243,TF × IDF: 0.00070345
Term: 💗,Count: 21,TF: 0.00021175,IDF: 3.32201243,TF × IDF: 0.00070345
Term: 中国女排,Count: 21,TF: 0.00021175,IDF: 3.32201243,TF × IDF: 0.00070345
Term: 救治,Count: 20,TF: 0.00020167,IDF: 3.02098244,TF × IDF: 0.00060924
Term: 正确,Count: 20,TF: 0.00020167,IDF: 3.02098244,TF × IDF: 0.00060924
Term: 回应,Count: 20,TF: 0.00020167,IDF: 2.84489118,TF × IDF: 0.00057373
Term: 协和医院,Count: 20,TF: 0.00020167,IDF: 2.24283119,TF × IDF: 0.00045231
Term: 暴露,Count: 20,TF: 0.00020167,IDF: 2.36776992,TF × IDF: 0.00047751
Term: 太多,Count: 20,TF: 0.00020167,IDF: 2.36776992,TF × IDF: 0.00047751
Term: 人士,Count: 20,TF: 0.00020167,IDF: 2.32201243,TF × IDF: 0.00046828
Term: 韩红,Count: 20,TF: 0.00020167,IDF: 2.41892245,TF × IDF: 0.00048782
Term: 自信,Count: 20,TF: 0.00020167,IDF: 2.47691439,TF × IDF: 0.00049952
Term: 工作进展,Count: 20,TF: 0.00020167,IDF: 2.41892245,TF × IDF: 0.00048782
Term: 手里,Count: 20,TF: 0.00020167,IDF: 2.62304243,TF × IDF: 0.00052899
Term: 问问,Count: 20,TF: 0.00020167,IDF: 2.84489118,TF × IDF: 0.00057373
Term: 今晚,Count: 20,TF: 0.00020167,IDF: 3.02098244,TF × IDF: 0.00060924
Term: 不幸,Count: 20,TF: 0.00020167,IDF: 2.84489118,TF × IDF: 0.00057373
Term: 睡醒,Count: 20,TF: 0.00020167,IDF: 3.02098244,TF × IDF: 0.00060924
Term: 无锡,Count: 20,TF: 0.00020167,IDF: 2.54386118,TF × IDF: 0.00051302
Term: 村上,Count: 20,TF: 0.00020167,IDF: 2.32201243,TF × IDF: 0.00046828
Term: 宅,Count: 20,TF: 0.00020167,IDF: 2.47691439,TF × IDF: 0.00049952
Term: 探亲,Count: 20,TF: 0.00020167,IDF: 2.41892245,TF × IDF: 0.00048782
Term: 汉口,Count: 20,TF: 0.00020167,IDF: 2.84489118,TF × IDF: 0.00057373
Term: 见面,Count: 20,TF: 0.00020167,IDF: 2.84489118,TF × IDF: 0.00057373
Term: 脸,Count: 20,TF: 0.00020167,IDF: 2.41892245,TF × IDF: 0.00048782
Term: 喷,Count: 20,TF: 0.00020167,IDF: 2.62304243,TF × IDF: 0.00052899
Term: 一周,Count: 20,TF: 0.00020167,IDF: 2.62304243,TF × IDF: 0.00052899
Term: 家属,Count: 20,TF: 0.00020167,IDF: 2.71995244,TF × IDF: 0.00054853
Term: 不信谣,Count: 20,TF: 0.00020167,IDF: 2.32201243,TF × IDF: 0.00046828
Term: 划,Count: 20,TF: 0.00020167,IDF: 2.41892245,TF × IDF: 0.00048782
Term: 传染性,Count: 20,TF: 0.00020167,IDF: 2.62304243,TF × IDF: 0.00052899
Term: 随便,Count: 20,TF: 0.00020167,IDF: 2.84489118,TF × IDF: 0.00057373
Term: 感,Count: 20,TF: 0.00020167,IDF: 1.33078636,TF × IDF: 0.00026838
Term: 人心惶惶,Count: 20,TF: 0.00020167,IDF: 2.84489118,TF × IDF: 0.00057373
Term: 空气,Count: 20,TF: 0.00020167,IDF: 2.62304243,TF × IDF: 0.00052899
Term: 地域,Count: 20,TF: 0.00020167,IDF: 2.41892245,TF × IDF: 0.00048782
Term: 相聚,Count: 20,TF: 0.00020167,IDF: 3.02098244,TF × IDF: 0.00060924
Term: 案例,Count: 20,TF: 0.00020167,IDF: 2.62304243,TF × IDF: 0.00052899
Term: 口,Count: 20,TF: 0.00020167,IDF: 0.98957397,TF × IDF: 0.00019956
Term: 晋城,Count: 20,TF: 0.00020167,IDF: 3.02098244,TF × IDF: 0.00060924
Term: 地震,Count: 20,TF: 0.00020167,IDF: 3.02098244,TF × IDF: 0.00060924
Term: 昆明,Count: 20,TF: 0.00020167,IDF: 2.84489118,TF × IDF: 0.00057373
Term: 周,Count: 20,TF: 0.00020167,IDF: 2.09156351,TF × IDF: 0.00042180
Term: 受,Count: 20,TF: 0.00020167,IDF: 1.80349849,TF × IDF: 0.00036371
Term: 山,Count: 20,TF: 0.00020167,IDF: 1.32201243,TF × IDF: 0.00026661
Term: 更能,Count: 20,TF: 0.00020167,IDF: 3.02098244,TF × IDF: 0.00060924
Term: 注定,Count: 20,TF: 0.00020167,IDF: 3.32201243,TF × IDF: 0.00066995
Term: 村,Count: 20,TF: 0.00020167,IDF: 1.89064867,TF × IDF: 0.00038129
Term: 防,Count: 20,TF: 0.00020167,IDF: 1.45278071,TF × IDF: 0.00029298
Term: 半夜,Count: 20,TF: 0.00020167,IDF: 3.32201243,TF × IDF: 0.00066995
Term: 火车,Count: 20,TF: 0.00020167,IDF: 3.02098244,TF × IDF: 0.00060924
Term: 湛江,Count: 20,TF: 0.00020167,IDF: 3.32201243,TF × IDF: 0.00066995
Term: 试试,Count: 20,TF: 0.00020167,IDF: 3.32201243,TF × IDF: 0.00066995
Term: 大年初一,Count: 20,TF: 0.00020167,IDF: 3.32201243,TF × IDF: 0.00066995
Term: 转,Count: 20,TF: 0.00020167,IDF: 2.14592117,TF × IDF: 0.00043277
Term: 形势严峻,Count: 20,TF: 0.00020167,IDF: 3.32201243,TF × IDF: 0.00066995
Term: 肉,Count: 20,TF: 0.00020167,IDF: 2.71995244,TF × IDF: 0.00054853
Term: 福,Count: 20,TF: 0.00020167,IDF: 1.92407242,TF × IDF: 0.00038803
Term: 团聚,Count: 20,TF: 0.00020167,IDF: 3.32201243,TF × IDF: 0.00066995
Term: 上网,Count: 20,TF: 0.00020167,IDF: 3.32201243,TF × IDF: 0.00066995
Term: 大过年,Count: 20,TF: 0.00020167,IDF: 3.32201243,TF × IDF: 0.00066995
Term: 95338,Count: 20,TF: 0.00020167,IDF: 3.32201243,TF × IDF: 0.00066995
Term: 救灾,Count: 20,TF: 0.00020167,IDF: 3.32201243,TF × IDF: 0.00066995
Term: 收寄,Count: 20,TF: 0.00020167,IDF: 3.32201243,TF × IDF: 0.00066995
Term: 画,Count: 20,TF: 0.00020167,IDF: 3.02098244,TF × IDF: 0.00060924
Term: 特征,Count: 20,TF: 0.00020167,IDF: 3.32201243,TF × IDF: 0.00066995
Term: 小时候,Count: 20,TF: 0.00020167,IDF: 3.32201243,TF × IDF: 0.00066995
Term: 开着,Count: 20,TF: 0.00020167,IDF: 3.32201243,TF × IDF: 0.00066995
Term: 缅,Count: 20,TF: 0.00020167,IDF: 3.32201243,TF × IDF: 0.00066995
Term: 木子,Count: 20,TF: 0.00020167,IDF: 3.32201243,TF × IDF: 0.00066995
Term: 洋,Count: 20,TF: 0.00020167,IDF: 3.02098244,TF × IDF: 0.00060924
Term: 蔡,Count: 20,TF: 0.00020167,IDF: 3.32201243,TF × IDF: 0.00066995
Term: 消防车,Count: 20,TF: 0.00020167,IDF: 3.32201243,TF × IDF: 0.00066995
Term: 猛料,Count: 20,TF: 0.00020167,IDF: 3.32201243,TF × IDF: 0.00066995
Term: 白岩松,Count: 19,TF: 0.00019158,IDF: 2.32201243,TF × IDF: 0.00044487
Term: 万万,Count: 19,TF: 0.00019158,IDF: 2.47691439,TF × IDF: 0.00047454
Term: 消失,Count: 19,TF: 0.00019158,IDF: 2.84489118,TF × IDF: 0.00054504
Term: 系,Count: 19,TF: 0.00019158,IDF: 1.99979314,TF × IDF: 0.00038313
Term: 捐助,Count: 19,TF: 0.00019158,IDF: 2.24283119,TF × IDF: 0.00042970
Term: 不顾,Count: 19,TF: 0.00019158,IDF: 2.84489118,TF × IDF: 0.00054504
Term: 贪,Count: 19,TF: 0.00019158,IDF: 2.41892245,TF × IDF: 0.00046343
Term: 不该,Count: 19,TF: 0.00019158,IDF: 2.84489118,TF × IDF: 0.00054504
Term: 外科,Count: 19,TF: 0.00019158,IDF: 2.41892245,TF × IDF: 0.00046343
Term: 之下,Count: 19,TF: 0.00019158,IDF: 2.84489118,TF × IDF: 0.00054504
Term: 头,Count: 19,TF: 0.00019158,IDF: 1.97958975,TF × IDF: 0.00037926
Term: 上报,Count: 19,TF: 0.00019158,IDF: 2.71995244,TF × IDF: 0.00052111
Term: 应对,Count: 19,TF: 0.00019158,IDF: 2.84489118,TF × IDF: 0.00054504
Term: 老家,Count: 19,TF: 0.00019158,IDF: 2.84489118,TF × IDF: 0.00054504
Term: 院士,Count: 19,TF: 0.00019158,IDF: 2.28061975,TF × IDF: 0.00043693
Term: 判刑,Count: 19,TF: 0.00019158,IDF: 2.62304243,TF × IDF: 0.00050254
Term: 找人,Count: 19,TF: 0.00019158,IDF: 3.02098244,TF × IDF: 0.00057878
Term: 不信,Count: 19,TF: 0.00019158,IDF: 2.24283119,TF × IDF: 0.00042970
Term: 熬夜,Count: 19,TF: 0.00019158,IDF: 2.71995244,TF × IDF: 0.00052111
Term: 至少,Count: 19,TF: 0.00019158,IDF: 2.84489118,TF × IDF: 0.00054504
Term: 湖北省委,Count: 19,TF: 0.00019158,IDF: 2.84489118,TF × IDF: 0.00054504
Term: 公交,Count: 19,TF: 0.00019158,IDF: 2.71995244,TF × IDF: 0.00052111
Term: 具体情况,Count: 19,TF: 0.00019158,IDF: 2.71995244,TF × IDF: 0.00052111
Term: 必胜,Count: 19,TF: 0.00019158,IDF: 2.47691439,TF × IDF: 0.00047454
Term: 科学,Count: 19,TF: 0.00019158,IDF: 2.84489118,TF × IDF: 0.00054504
Term: 当初,Count: 19,TF: 0.00019158,IDF: 2.71995244,TF × IDF: 0.00052111
Term: 醒醒,Count: 19,TF: 0.00019158,IDF: 3.02098244,TF × IDF: 0.00057878
Term: 交通工具,Count: 19,TF: 0.00019158,IDF: 2.84489118,TF × IDF: 0.00054504
Term: 起全,Count: 19,TF: 0.00019158,IDF: 2.71995244,TF × IDF: 0.00052111
Term: 援助,Count: 19,TF: 0.00019158,IDF: 2.71995244,TF × IDF: 0.00052111
Term: 作用,Count: 19,TF: 0.00019158,IDF: 3.02098244,TF × IDF: 0.00057878
Term: 大自然,Count: 19,TF: 0.00019158,IDF: 3.02098244,TF × IDF: 0.00057878
Term: 惨,Count: 19,TF: 0.00019158,IDF: 2.24283119,TF × IDF: 0.00042970
Term: 川普,Count: 19,TF: 0.00019158,IDF: 3.02098244,TF × IDF: 0.00057878
Term: 上课,Count: 19,TF: 0.00019158,IDF: 2.71995244,TF × IDF: 0.00052111
Term: 循环,Count: 19,TF: 0.00019158,IDF: 3.02098244,TF × IDF: 0.00057878
Term: 难受,Count: 19,TF: 0.00019158,IDF: 3.02098244,TF × IDF: 0.00057878
Term: 不传谣,Count: 19,TF: 0.00019158,IDF: 2.71995244,TF × IDF: 0.00052111
Term: 团结起来,Count: 19,TF: 0.00019158,IDF: 3.02098244,TF × IDF: 0.00057878
Term: 床位,Count: 19,TF: 0.00019158,IDF: 2.84489118,TF × IDF: 0.00054504
Term: 方法,Count: 19,TF: 0.00019158,IDF: 3.02098244,TF × IDF: 0.00057878
Term: 流浪汉,Count: 19,TF: 0.00019158,IDF: 2.47691439,TF × IDF: 0.00047454
Term: 停车,Count: 19,TF: 0.00019158,IDF: 2.84489118,TF × IDF: 0.00054504
Term: C,Count: 19,TF: 0.00019158,IDF: 2.36776992,TF × IDF: 0.00045363
Term: 不易,Count: 19,TF: 0.00019158,IDF: 3.32201243,TF × IDF: 0.00063645
Term: 奔赴,Count: 19,TF: 0.00019158,IDF: 3.32201243,TF × IDF: 0.00063645
Term: 四点,Count: 19,TF: 0.00019158,IDF: 3.32201243,TF × IDF: 0.00063645
Term: 青春,Count: 19,TF: 0.00019158,IDF: 3.32201243,TF × IDF: 0.00063645
Term: 走亲访友,Count: 19,TF: 0.00019158,IDF: 3.32201243,TF × IDF: 0.00063645
Term: 防治,Count: 19,TF: 0.00019158,IDF: 3.32201243,TF × IDF: 0.00063645
Term: 衣服,Count: 19,TF: 0.00019158,IDF: 3.32201243,TF × IDF: 0.00063645
Term: 核酸检测,Count: 19,TF: 0.00019158,IDF: 3.32201243,TF × IDF: 0.00063645
Term: 亟待,Count: 19,TF: 0.00019158,IDF: 3.32201243,TF × IDF: 0.00063645
Term: 动向,Count: 19,TF: 0.00019158,IDF: 3.32201243,TF × IDF: 0.00063645
Term: 宣讲,Count: 19,TF: 0.00019158,IDF: 3.32201243,TF × IDF: 0.00063645
Term: 侥幸,Count: 19,TF: 0.00019158,IDF: 3.02098244,TF × IDF: 0.00057878
Term: 03,Count: 19,TF: 0.00019158,IDF: 2.36776992,TF × IDF: 0.00045363
Term: 急急,Count: 19,TF: 0.00019158,IDF: 3.32201243,TF × IDF: 0.00063645
Term: 陈伟霆,Count: 19,TF: 0.00019158,IDF: 3.32201243,TF × IDF: 0.00063645
Term: 观众,Count: 19,TF: 0.00019158,IDF: 3.32201243,TF × IDF: 0.00063645
Term: 不要聚餐,Count: 19,TF: 0.00019158,IDF: 3.32201243,TF × IDF: 0.00063645
Term: 防范措施,Count: 19,TF: 0.00019158,IDF: 3.32201243,TF × IDF: 0.00063645
Term: 年代,Count: 19,TF: 0.00019158,IDF: 3.32201243,TF × IDF: 0.00063645
Term: 通讯,Count: 19,TF: 0.00019158,IDF: 3.32201243,TF × IDF: 0.00063645
Term: 防御,Count: 19,TF: 0.00019158,IDF: 3.32201243,TF × IDF: 0.00063645
Term: 农民工,Count: 19,TF: 0.00019158,IDF: 3.32201243,TF × IDF: 0.00063645
Term: 腐败,Count: 19,TF: 0.00019158,IDF: 3.32201243,TF × IDF: 0.00063645
Term: 表白,Count: 19,TF: 0.00019158,IDF: 3.32201243,TF × IDF: 0.00063645
Term: 年底,Count: 19,TF: 0.00019158,IDF: 3.32201243,TF × IDF: 0.00063645
Term: 原则,Count: 19,TF: 0.00019158,IDF: 3.32201243,TF × IDF: 0.00063645
Term: 听说,Count: 18,TF: 0.00018150,IDF: 2.71995244,TF × IDF: 0.00049368
Term: 解释,Count: 18,TF: 0.00018150,IDF: 2.47691439,TF × IDF: 0.00044957
Term: 各界,Count: 18,TF: 0.00018150,IDF: 2.54386118,TF × IDF: 0.00046172
Term: 看不懂,Count: 18,TF: 0.00018150,IDF: 2.84489118,TF × IDF: 0.00051636
Term: 够,Count: 18,TF: 0.00018150,IDF: 1.85961444,TF × IDF: 0.00033752
Term: 中华民族,Count: 18,TF: 0.00018150,IDF: 2.84489118,TF × IDF: 0.00051636
Term: 定点医院,Count: 18,TF: 0.00018150,IDF: 2.54386118,TF × IDF: 0.00046172
Term: 汤,Count: 18,TF: 0.00018150,IDF: 2.28061975,TF × IDF: 0.00041394
Term: 厕所,Count: 18,TF: 0.00018150,IDF: 2.62304243,TF × IDF: 0.00047609
Term: 开启,Count: 18,TF: 0.00018150,IDF: 2.47691439,TF × IDF: 0.00044957
Term: 提高,Count: 18,TF: 0.00018150,IDF: 3.02098244,TF × IDF: 0.00054832
Term: 一下子,Count: 18,TF: 0.00018150,IDF: 2.71995244,TF × IDF: 0.00049368
Term: 美丽,Count: 18,TF: 0.00018150,IDF: 3.02098244,TF × IDF: 0.00054832
Term: 立法,Count: 18,TF: 0.00018150,IDF: 2.62304243,TF × IDF: 0.00047609
Term: 也许,Count: 18,TF: 0.00018150,IDF: 2.62304243,TF × IDF: 0.00047609
Term: 利益,Count: 18,TF: 0.00018150,IDF: 2.84489118,TF × IDF: 0.00051636
Term: 说实话,Count: 18,TF: 0.00018150,IDF: 2.71995244,TF × IDF: 0.00049368
Term: 焦虑,Count: 18,TF: 0.00018150,IDF: 2.71995244,TF × IDF: 0.00049368
Term: 50,Count: 18,TF: 0.00018150,IDF: 2.36776992,TF × IDF: 0.00042976
Term: 卫生,Count: 18,TF: 0.00018150,IDF: 2.41892245,TF × IDF: 0.00043904
Term: 剩下,Count: 18,TF: 0.00018150,IDF: 2.71995244,TF × IDF: 0.00049368
Term: 打算,Count: 18,TF: 0.00018150,IDF: 2.84489118,TF × IDF: 0.00051636
Term: 击败,Count: 18,TF: 0.00018150,IDF: 2.47691439,TF × IDF: 0.00044957
Term: 调查,Count: 18,TF: 0.00018150,IDF: 2.84489118,TF × IDF: 0.00051636
Term: 人多,Count: 18,TF: 0.00018150,IDF: 2.32201243,TF × IDF: 0.00042145
Term: 救援,Count: 18,TF: 0.00018150,IDF: 2.84489118,TF × IDF: 0.00051636
Term: 故事,Count: 18,TF: 0.00018150,IDF: 2.71995244,TF × IDF: 0.00049368
Term: 警惕,Count: 18,TF: 0.00018150,IDF: 2.62304243,TF × IDF: 0.00047609
Term: 上映,Count: 18,TF: 0.00018150,IDF: 2.41892245,TF × IDF: 0.00043904
Term: 纪念,Count: 18,TF: 0.00018150,IDF: 2.24283119,TF × IDF: 0.00040708
Term: 生命安全,Count: 18,TF: 0.00018150,IDF: 2.84489118,TF × IDF: 0.00051636
Term: 疯,Count: 18,TF: 0.00018150,IDF: 2.71995244,TF × IDF: 0.00049368
Term: 近期,Count: 18,TF: 0.00018150,IDF: 2.84489118,TF × IDF: 0.00051636
Term: 试剂,Count: 18,TF: 0.00018150,IDF: 2.32201243,TF × IDF: 0.00042145
Term: 盒子,Count: 18,TF: 0.00018150,IDF: 2.54386118,TF × IDF: 0.00046172
Term: 第三,Count: 18,TF: 0.00018150,IDF: 2.54386118,TF × IDF: 0.00046172
Term: 活该,Count: 18,TF: 0.00018150,IDF: 2.84489118,TF × IDF: 0.00051636
Term: 月初,Count: 18,TF: 0.00018150,IDF: 2.84489118,TF × IDF: 0.00051636
Term: 掉,Count: 18,TF: 0.00018150,IDF: 2.20806908,TF × IDF: 0.00040077
Term: 旁边,Count: 18,TF: 0.00018150,IDF: 2.71995244,TF × IDF: 0.00049368
Term: 记性,Count: 18,TF: 0.00018150,IDF: 2.84489118,TF × IDF: 0.00051636
Term: 收费,Count: 18,TF: 0.00018150,IDF: 2.84489118,TF × IDF: 0.00051636
Term: 在座,Count: 18,TF: 0.00018150,IDF: 3.02098244,TF × IDF: 0.00054832
Term: 挂,Count: 18,TF: 0.00018150,IDF: 2.84489118,TF × IDF: 0.00051636
Term: 交叉感染,Count: 18,TF: 0.00018150,IDF: 2.71995244,TF × IDF: 0.00049368
Term: 参加,Count: 18,TF: 0.00018150,IDF: 2.84489118,TF × IDF: 0.00051636
Term: 不上,Count: 18,TF: 0.00018150,IDF: 2.41892245,TF × IDF: 0.00043904
Term: 告知,Count: 18,TF: 0.00018150,IDF: 3.02098244,TF × IDF: 0.00054832
Term: 留给,Count: 18,TF: 0.00018150,IDF: 2.71995244,TF × IDF: 0.00049368
Term: 计划,Count: 18,TF: 0.00018150,IDF: 3.02098244,TF × IDF: 0.00054832
Term: 25,Count: 18,TF: 0.00018150,IDF: 3.02098244,TF × IDF: 0.00054832
Term: 确认,Count: 18,TF: 0.00018150,IDF: 3.02098244,TF × IDF: 0.00054832
Term: 舒服,Count: 18,TF: 0.00018150,IDF: 3.02098244,TF × IDF: 0.00054832
Term: 千里,Count: 18,TF: 0.00018150,IDF: 2.62304243,TF × IDF: 0.00047609
Term: 热度,Count: 18,TF: 0.00018150,IDF: 3.02098244,TF × IDF: 0.00054832
Term: 测体温,Count: 18,TF: 0.00018150,IDF: 2.84489118,TF × IDF: 0.00051636
Term: 力,Count: 18,TF: 0.00018150,IDF: 1.60600909,TF × IDF: 0.00029149
Term: 控评,Count: 18,TF: 0.00018150,IDF: 3.02098244,TF × IDF: 0.00054832
Term: 撒,Count: 18,TF: 0.00018150,IDF: 2.84489118,TF × IDF: 0.00051636
Term: 连夜,Count: 18,TF: 0.00018150,IDF: 3.32201243,TF × IDF: 0.00060296
Term: 一部分,Count: 18,TF: 0.00018150,IDF: 3.32201243,TF × IDF: 0.00060296
Term: 现象,Count: 18,TF: 0.00018150,IDF: 3.32201243,TF × IDF: 0.00060296
Term: 内容,Count: 18,TF: 0.00018150,IDF: 3.32201243,TF × IDF: 0.00060296
Term: 洗手,Count: 18,TF: 0.00018150,IDF: 2.32201243,TF × IDF: 0.00042145
Term: 心态,Count: 18,TF: 0.00018150,IDF: 3.32201243,TF × IDF: 0.00060296
